file name,start cell,execute time,avg cell exec time,max cell exec time,no. of errors,true phi rate,no. fixedpoint,longest fixedpoint path,shortest fixedpoint path
1485.ipynb,2,0.00018024444580078125,-1,-1,0,0.0,0,-1,-1
1485.ipynb,21,0.00010323524475097656,-1,-1,0,0.0,0,-1,-1
1485.ipynb,30,0.00011253356933593750,-1,-1,0,0.0,0,-1,-1
1485.ipynb,34,0.00025749206542968750,-1,-1,0,0.0,0,-1,-1
1485.ipynb,35,0.00008559226989746094,-1,-1,0,0.0,0,-1,-1
1485.ipynb,38,0.00005507469177246094,-1,-1,0,0.0,0,-1,-1
1609.ipynb,2,0.00011610984802246094,-1,-1,0,0.0,0,-1,-1
1609.ipynb,3,0.00007343292236328125,-1,-1,0,0.0,0,-1,-1
1609.ipynb,6,0.00012159347534179688,-1,-1,0,0.0,0,-1,-1
1609.ipynb,9,0.00006914138793945312,-1,-1,0,0.0,0,-1,-1
1609.ipynb,21,0.00006508827209472656,-1,-1,0,0.0,0,-1,-1
1609.ipynb,23,0.00006222724914550781,-1,-1,0,0.0,0,-1,-1
1609.ipynb,33,0.00006890296936035156,-1,-1,0,0.0,0,-1,-1
1609.ipynb,34,0.00005722045898437500,-1,-1,0,0.0,0,-1,-1
1609.ipynb,37,0.00005674362182617188,-1,-1,0,0.0,0,-1,-1
1609.ipynb,38,0.00005483627319335938,-1,-1,0,0.0,0,-1,-1
1609.ipynb,54,0.00008583068847656250,-1,-1,0,0.0,0,-1,-1
1609.ipynb,55,0.00005459785461425781,-1,-1,0,0.0,0,-1,-1
1279.ipynb,0,0.00014996528625488281,-1,-1,0,0.0,0,-1,-1
1279.ipynb,4,0.00006246566772460938,-1,-1,0,0.0,0,-1,-1
1279.ipynb,7,0.00005149841308593750,-1,-1,0,0.0,0,-1,-1
1279.ipynb,11,0.00004696846008300781,-1,-1,0,0.0,0,-1,-1
1279.ipynb,14,0.00004291534423828125,-1,-1,0,0.0,0,-1,-1
1279.ipynb,16,0.00004148483276367188,-1,-1,0,0.0,0,-1,-1
1279.ipynb,18,0.00004124641418457031,-1,-1,0,0.0,0,-1,-1
1279.ipynb,21,0.00004220008850097656,-1,-1,0,0.0,0,-1,-1
1279.ipynb,23,0.00004458427429199219,-1,-1,0,0.0,0,-1,-1
1279.ipynb,24,0.00004339218139648438,-1,-1,0,0.0,0,-1,-1
1279.ipynb,26,0.00003910064697265625,-1,-1,0,0.0,0,-1,-1
1279.ipynb,28,0.00003862380981445312,-1,-1,0,0.0,0,-1,-1
2179.ipynb,0,0.00009894371032714844,-1,-1,0,0.0,0,-1,-1
2179.ipynb,1,0.00005984306335449219,-1,-1,0,0.0,0,-1,-1
2179.ipynb,2,0.00018620491027832031,-1,-1,0,0.0,0,-1,-1
2179.ipynb,3,0.00006008148193359375,-1,-1,0,0.0,0,-1,-1
2179.ipynb,6,0.00006461143493652344,-1,-1,0,0.0,0,-1,-1
2179.ipynb,8,0.00005364418029785156,-1,-1,0,0.0,0,-1,-1
2179.ipynb,10,0.00004982948303222656,-1,-1,0,0.0,0,-1,-1
2179.ipynb,13,0.00004816055297851562,-1,-1,0,0.0,0,-1,-1
2179.ipynb,15,0.00005555152893066406,-1,-1,0,0.0,0,-1,-1
2179.ipynb,17,0.00004792213439941406,-1,-1,0,0.0,0,-1,-1
2179.ipynb,19,0.00004863739013671875,-1,-1,0,0.0,0,-1,-1
2179.ipynb,24,0.00005984306335449219,-1,-1,0,0.0,0,-1,-1
2169.ipynb,1,0.00012493133544921875,-1,-1,0,0.0,0,-1,-1
1394.ipynb,0,0.00010108947753906250,-1,-1,0,0.0,0,-1,-1
674.ipynb,0,0.00019526481628417969,-1,-1,0,0.0,0,-1,-1
674.ipynb,18,0.00008201599121093750,-1,-1,0,0.0,0,-1,-1
832.ipynb,0,0.00019741058349609375,-1,-1,0,0.0,0,-1,-1
832.ipynb,1,0.00012207031250000000,-1,-1,0,0.0,0,-1,-1
832.ipynb,2,0.00008654594421386719,-1,-1,0,0.0,0,-1,-1
832.ipynb,3,0.00010442733764648438,-1,-1,0,0.0,0,-1,-1
832.ipynb,12,0.00011324882507324219,-1,-1,0,0.0,0,-1,-1
1975.ipynb,3,0.00010800361633300781,-1,-1,0,0.0,0,-1,-1
1975.ipynb,11,0.00012040138244628906,-1,-1,0,0.0,0,-1,-1
1285.ipynb,2,0.00008583068847656250,-1,-1,0,0.0,0,-1,-1
2358.ipynb,0,0.00008797645568847656,-1,-1,0,0.0,0,-1,-1
2358.ipynb,6,0.00009727478027343750,-1,-1,0,0.0,0,-1,-1
2351.ipynb,0,0.00020480155944824219,-1,-1,0,0.0,0,-1,-1
2351.ipynb,1,0.00011396408081054688,-1,-1,0,0.0,0,-1,-1
2351.ipynb,16,0.00011205673217773438,-1,-1,0,0.0,0,-1,-1
2351.ipynb,22,0.00011944770812988281,-1,-1,0,0.0,0,-1,-1
1695.ipynb,0,0.00009870529174804688,-1,-1,0,0.0,0,-1,-1
1695.ipynb,1,0.00008153915405273438,-1,-1,0,0.0,0,-1,-1
1695.ipynb,5,0.00013613700866699219,-1,-1,0,0.0,0,-1,-1
1695.ipynb,7,0.00006723403930664062,-1,-1,0,0.0,0,-1,-1
172.ipynb,0,0.00013208389282226562,-1,-1,0,-1,0,-1,-1
1220.ipynb,0,0.00019764900207519531,-1,-1,0,0.0,0,-1,-1
1220.ipynb,1,0.00006341934204101562,-1,-1,0,0.0,0,-1,-1
883.ipynb,1,0.00011801719665527344,-1,-1,0,0.0,0,-1,-1
1079.ipynb,0,0.00010323524475097656,-1,-1,0,0.0,0,-1,-1
1079.ipynb,2,0.00006628036499023438,-1,-1,0,0.0,0,-1,-1
1079.ipynb,5,0.00006294250488281250,-1,-1,0,0.0,0,-1,-1
1079.ipynb,6,0.00005078315734863281,-1,-1,0,0.0,0,-1,-1
1079.ipynb,10,0.00005483627319335938,-1,-1,0,0.0,0,-1,-1
1079.ipynb,13,0.00006484985351562500,-1,-1,0,0.0,0,-1,-1
1079.ipynb,17,0.00009417533874511719,-1,-1,0,0.0,0,-1,-1
1079.ipynb,18,0.00018620491027832031,-1,-1,0,0.0,0,-1,-1
1079.ipynb,23,0.00009083747863769531,-1,-1,0,0.0,0,-1,-1
1079.ipynb,26,0.00008153915405273438,-1,-1,0,0.0,0,-1,-1
1079.ipynb,31,0.00008845329284667969,-1,-1,0,0.0,0,-1,-1
1079.ipynb,36,0.00012183189392089844,-1,-1,0,0.0,0,-1,-1
1079.ipynb,37,0.00009131431579589844,-1,-1,0,0.0,0,-1,-1
1851.ipynb,0,0.00009489059448242188,-1,-1,0,0.0,0,-1,-1
1851.ipynb,1,0.00009727478027343750,-1,-1,0,0.0,0,-1,-1
1851.ipynb,14,0.00006723403930664062,-1,-1,0,0.0,0,-1,-1
1851.ipynb,18,0.00008249282836914062,-1,-1,0,0.0,0,-1,-1
1851.ipynb,22,0.00008320808410644531,-1,-1,0,0.0,0,-1,-1
1851.ipynb,28,0.00005578994750976562,-1,-1,0,0.0,0,-1,-1
933.ipynb,1,0.00007438659667968750,-1,-1,0,0.0,0,-1,-1
191.ipynb,0,0.00011444091796875000,-1,-1,0,-1,0,-1,-1
2205.ipynb,0,0.00012779235839843750,-1,-1,0,0.0,0,-1,-1
2205.ipynb,1,0.00006628036499023438,-1,-1,0,0.0,0,-1,-1
2205.ipynb,2,0.00005412101745605469,-1,-1,0,0.0,0,-1,-1
2205.ipynb,23,0.00026106834411621094,-1,-1,0,0.0,0,-1,-1
2205.ipynb,25,0.00013375282287597656,-1,-1,0,0.0,0,-1,-1
2205.ipynb,29,0.00016617774963378906,-1,-1,0,0.0,0,-1,-1
1155.ipynb,0,0.00231075286865234375,-1,-1,0,0.0,0,-1,-1
1155.ipynb,1,0.00005412101745605469,-1,-1,0,0.0,0,-1,-1
589.ipynb,0,0.03723669052124023438,-1,-1,0,0.26810035842293906,6,3,3
589.ipynb,3,0.00008726119995117188,-1,-1,0,0.0,0,-1,-1
589.ipynb,9,0.00014472007751464844,-1,-1,0,0.0,0,-1,-1
589.ipynb,32,0.00013017654418945312,-1,-1,0,0.0,0,-1,-1
2080.ipynb,4,0.00009322166442871094,-1,-1,0,0.0,0,-1,-1
2080.ipynb,5,0.00006914138793945312,-1,-1,0,0.0,0,-1,-1
2080.ipynb,6,0.00005197525024414062,-1,-1,0,0.0,0,-1,-1
2080.ipynb,7,0.00011777877807617188,-1,-1,0,0.0,0,-1,-1
2080.ipynb,22,0.00014781951904296875,-1,-1,0,0.0,0,-1,-1
1657.ipynb,0,0.00010180473327636719,-1,-1,0,0.0,0,-1,-1
1657.ipynb,7,0.00007581710815429688,-1,-1,0,0.0,0,-1,-1
1657.ipynb,11,0.00008773803710937500,-1,-1,0,0.0,0,-1,-1
1657.ipynb,12,0.00006484985351562500,-1,-1,0,0.0,0,-1,-1
1657.ipynb,24,0.00007486343383789062,-1,-1,0,0.0,0,-1,-1
1589.ipynb,1,0.00073671340942382812,-1,-1,0,0.125,0,-1,-1
1589.ipynb,5,0.00021243095397949219,-1,-1,0,0.0,0,-1,-1
1922.ipynb,0,0.00008988380432128906,-1,-1,0,0.0,0,-1,-1
1827.ipynb,2,0.00011801719665527344,-1,-1,0,0.0,0,-1,-1
1827.ipynb,10,0.00007390975952148438,-1,-1,0,0.0,0,-1,-1
1827.ipynb,11,0.00005793571472167969,-1,-1,0,0.0,0,-1,-1
1827.ipynb,28,0.00006961822509765625,-1,-1,0,0.0,0,-1,-1
1827.ipynb,30,0.00006008148193359375,-1,-1,0,0.0,0,-1,-1
1827.ipynb,33,0.00006175041198730469,-1,-1,0,0.0,0,-1,-1
31.ipynb,0,0.00403571128845214844,-1,-1,0,0.16666666666666666,0,-1,-1
2144.ipynb,0,0.00008320808410644531,-1,-1,0,0.0,0,-1,-1
2144.ipynb,6,0.00010132789611816406,-1,-1,0,0.0,0,-1,-1
2092.ipynb,0,0.00010466575622558594,-1,-1,0,0.0,0,-1,-1
2092.ipynb,1,0.00005435943603515625,-1,-1,0,0.0,0,-1,-1
2092.ipynb,4,0.00007271766662597656,-1,-1,0,0.0,0,-1,-1
1438.ipynb,0,0.00019598007202148438,-1,-1,0,0.0,0,-1,-1
1438.ipynb,3,0.00006341934204101562,-1,-1,0,0.0,0,-1,-1
1438.ipynb,20,0.00008010864257812500,-1,-1,0,0.0,0,-1,-1
1542.ipynb,1,0.00015020370483398438,-1,-1,0,0.0,0,-1,-1
1542.ipynb,3,0.00005936622619628906,-1,-1,0,0.0,0,-1,-1
1542.ipynb,25,0.00010061264038085938,-1,-1,0,0.0,0,-1,-1
784.ipynb,0,0.00009417533874511719,-1,-1,0,0.0,0,-1,-1
784.ipynb,5,0.00016045570373535156,-1,-1,0,0.0,0,-1,-1
784.ipynb,17,0.00011467933654785156,-1,-1,0,0.0,0,-1,-1
1935.ipynb,6,0.00703930854797363281,-1,-1,0,0.25,1,3,3
409.ipynb,0,0.00008869171142578125,-1,-1,0,0.0,0,-1,-1
409.ipynb,2,0.00007987022399902344,-1,-1,0,0.0,0,-1,-1
1471.ipynb,0,0.00013542175292968750,-1,-1,0,-1,0,-1,-1
2095.ipynb,1,0.00029516220092773438,-1,-1,0,0.0,0,-1,-1
2095.ipynb,16,0.00007319450378417969,-1,-1,0,0.0,0,-1,-1
2095.ipynb,22,0.00005769729614257812,-1,-1,0,0.0,0,-1,-1
85.ipynb,0,0.00121498107910156250,-1,-1,0,-1,0,-1,-1
1746.ipynb,1,0.00011348724365234375,-1,-1,0,0.0,0,-1,-1
649.ipynb,0,0.00014638900756835938,-1,-1,0,0.0,0,-1,-1
2209.ipynb,0,0.00011849403381347656,-1,-1,0,0.0,0,-1,-1
2209.ipynb,1,0.00009608268737792969,-1,-1,0,0.0,0,-1,-1
2209.ipynb,3,0.00009322166442871094,-1,-1,0,0.0,0,-1,-1
2209.ipynb,4,0.00005960464477539062,-1,-1,0,0.0,0,-1,-1
2209.ipynb,5,0.00010466575622558594,-1,-1,0,0.0,0,-1,-1
2209.ipynb,6,0.00013422966003417969,-1,-1,0,0.0,0,-1,-1
2209.ipynb,8,0.00006484985351562500,-1,-1,0,0.0,0,-1,-1
2209.ipynb,11,0.00007081031799316406,-1,-1,0,0.0,0,-1,-1
2209.ipynb,24,0.00012969970703125000,-1,-1,0,0.0,0,-1,-1
2209.ipynb,26,0.00009822845458984375,-1,-1,0,0.0,0,-1,-1
2209.ipynb,41,0.00010704994201660156,-1,-1,0,0.0,0,-1,-1
657.ipynb,1,0.00014853477478027344,-1,-1,0,0.0,0,-1,-1
657.ipynb,20,0.00006723403930664062,-1,-1,0,0.0,0,-1,-1
657.ipynb,23,0.00005102157592773438,-1,-1,0,0.0,0,-1,-1
657.ipynb,36,0.00005078315734863281,-1,-1,0,0.0,0,-1,-1
1815.ipynb,2,0.00011777877807617188,-1,-1,0,0.0,0,-1,-1
1815.ipynb,4,0.00007081031799316406,-1,-1,0,0.0,0,-1,-1
1815.ipynb,8,0.00009655952453613281,-1,-1,0,0.0,0,-1,-1
1815.ipynb,24,0.00008654594421386719,-1,-1,0,0.0,0,-1,-1
1815.ipynb,40,0.00008630752563476562,-1,-1,0,0.0,0,-1,-1
225.ipynb,0,0.00009441375732421875,-1,-1,0,-1,0,-1,-1
1861.ipynb,0,0.00009608268737792969,-1,-1,0,0.0,0,-1,-1
961.ipynb,6,0.00021123886108398438,-1,-1,0,0.0,0,-1,-1
766.ipynb,0,0.00019526481628417969,-1,-1,0,0.0,0,-1,-1
766.ipynb,6,0.00010299682617187500,-1,-1,0,0.0,0,-1,-1
766.ipynb,47,0.00008630752563476562,-1,-1,0,0.0,0,-1,-1
766.ipynb,58,0.00007915496826171875,-1,-1,0,0.0,0,-1,-1
2384.ipynb,0,0.00015091896057128906,-1,-1,0,0.0,0,-1,-1
2384.ipynb,1,0.00010561943054199219,-1,-1,0,0.0,0,-1,-1
2384.ipynb,11,0.00009846687316894531,-1,-1,0,0.0,0,-1,-1
2384.ipynb,13,0.00008726119995117188,-1,-1,0,0.0,0,-1,-1
65.ipynb,0,0.00016140937805175781,-1,-1,0,0.0,0,-1,-1
65.ipynb,1,0.00011372566223144531,-1,-1,0,0.0,0,-1,-1
565.ipynb,0,0.00009679794311523438,-1,-1,0,0.0,0,-1,-1
565.ipynb,4,0.00013375282287597656,-1,-1,0,0.0,0,-1,-1
565.ipynb,12,0.00006532669067382812,-1,-1,0,0.0,0,-1,-1
565.ipynb,18,0.00007390975952148438,-1,-1,0,0.0,0,-1,-1
565.ipynb,22,0.00012445449829101562,-1,-1,0,0.0,0,-1,-1
565.ipynb,24,0.00005650520324707031,-1,-1,0,0.0,0,-1,-1
565.ipynb,26,0.00005269050598144531,-1,-1,0,0.0,0,-1,-1
565.ipynb,29,0.00005054473876953125,-1,-1,0,0.0,0,-1,-1
2032.ipynb,3,0.00012111663818359375,-1,-1,0,0.0,0,-1,-1
1875.ipynb,0,0.00014042854309082031,-1,-1,0,0.0,0,-1,-1
1875.ipynb,12,0.00010347366333007812,-1,-1,0,0.0,0,-1,-1
1875.ipynb,13,0.00008273124694824219,-1,-1,0,0.0,0,-1,-1
1546.ipynb,2,0.00013589859008789062,-1,-1,0,0.0,0,-1,-1
1546.ipynb,3,0.00009536743164062500,-1,-1,0,0.0,0,-1,-1
2406.ipynb,0,0.00014877319335937500,-1,-1,0,0.0,0,-1,-1
2406.ipynb,1,0.00010061264038085938,-1,-1,0,0.0,0,-1,-1
2406.ipynb,2,0.00006365776062011719,-1,-1,0,0.0,0,-1,-1
2406.ipynb,15,0.00006270408630371094,-1,-1,0,0.0,0,-1,-1
1581.ipynb,2,0.00013089179992675781,-1,-1,0,0.0,0,-1,-1
1581.ipynb,21,0.00009059906005859375,-1,-1,0,0.0,0,-1,-1
1581.ipynb,31,0.00006031990051269531,-1,-1,0,0.0,0,-1,-1
698.ipynb,0,0.00018000602722167969,-1,-1,0,0.0,0,-1,-1
698.ipynb,23,0.00010299682617187500,-1,-1,0,0.0,0,-1,-1
698.ipynb,27,0.00010442733764648438,-1,-1,0,0.0,0,-1,-1
698.ipynb,34,0.00005650520324707031,-1,-1,0,0.0,0,-1,-1
426.ipynb,7,0.19432544708251953125,-1,-1,0,0.3790279269602578,23,3,3
426.ipynb,33,0.00013041496276855469,-1,-1,0,0.0,0,-1,-1
426.ipynb,65,0.00013947486877441406,-1,-1,0,0.0,0,-1,-1
1427.ipynb,0,0.00011563301086425781,-1,-1,0,0.0,0,-1,-1
1427.ipynb,1,0.00007367134094238281,-1,-1,0,0.0,0,-1,-1
1427.ipynb,49,0.00008392333984375000,-1,-1,0,0.0,0,-1,-1
1427.ipynb,50,0.00010967254638671875,-1,-1,0,0.0,0,-1,-1
2298.ipynb,2,0.00009679794311523438,-1,-1,0,0.0,0,-1,-1
1765.ipynb,0,0.00009655952453613281,-1,-1,0,0.0,0,-1,-1
1765.ipynb,1,0.00005555152893066406,-1,-1,0,0.0,0,-1,-1
1765.ipynb,10,0.00017404556274414062,-1,-1,0,0.0,0,-1,-1
1765.ipynb,11,0.00007319450378417969,-1,-1,0,0.0,0,-1,-1
1765.ipynb,15,0.00008583068847656250,-1,-1,0,0.0,0,-1,-1
1765.ipynb,16,0.00006794929504394531,-1,-1,0,0.0,0,-1,-1
1190.ipynb,1,0.00009036064147949219,-1,-1,0,0.0,0,-1,-1
1190.ipynb,6,0.00009822845458984375,-1,-1,0,0.0,0,-1,-1
1190.ipynb,8,0.00005507469177246094,-1,-1,0,0.0,0,-1,-1
141.ipynb,0,0.00007653236389160156,-1,-1,0,-1,0,-1,-1
2366.ipynb,3,0.00015020370483398438,-1,-1,0,0.0,0,-1,-1
2366.ipynb,17,0.00014090538024902344,-1,-1,0,0.0,0,-1,-1
2115.ipynb,1,0.00009131431579589844,-1,-1,0,0.0,0,-1,-1
2115.ipynb,10,0.00011277198791503906,-1,-1,0,0.0,0,-1,-1
1811.ipynb,0,0.00009894371032714844,-1,-1,0,0.0,0,-1,-1
1811.ipynb,1,0.00005936622619628906,-1,-1,0,0.0,0,-1,-1
1811.ipynb,14,0.00009322166442871094,-1,-1,0,0.0,0,-1,-1
1811.ipynb,17,0.00031375885009765625,-1,-1,0,0.021739130434782608,0,-1,-1
981.ipynb,1,0.00014138221740722656,-1,-1,0,0.0,0,-1,-1
981.ipynb,2,0.00007557868957519531,-1,-1,0,0.0,0,-1,-1
981.ipynb,23,0.00010609626770019531,-1,-1,0,0.0,0,-1,-1
710.ipynb,0,0.00010871887207031250,-1,-1,0,0.0,0,-1,-1
710.ipynb,2,0.00007677078247070312,-1,-1,0,0.0,0,-1,-1
710.ipynb,10,0.00006985664367675781,-1,-1,0,0.0,0,-1,-1
710.ipynb,15,0.00009369850158691406,-1,-1,0,0.0,0,-1,-1
710.ipynb,21,0.00008225440979003906,-1,-1,0,0.0,0,-1,-1
710.ipynb,28,0.00005865097045898438,-1,-1,0,0.0,0,-1,-1
710.ipynb,32,0.00013375282287597656,-1,-1,0,0.0,0,-1,-1
710.ipynb,34,0.00006365776062011719,-1,-1,0,0.0,0,-1,-1
710.ipynb,41,0.00008177757263183594,-1,-1,0,0.0,0,-1,-1
710.ipynb,48,0.00004744529724121094,-1,-1,0,0.0,0,-1,-1
710.ipynb,50,0.00005221366882324219,-1,-1,0,0.0,0,-1,-1
1051.ipynb,0,0.00009274482727050781,-1,-1,0,0.0,0,-1,-1
1051.ipynb,1,0.00005984306335449219,-1,-1,0,0.0,0,-1,-1
1051.ipynb,5,0.00005054473876953125,-1,-1,0,0.0,0,-1,-1
1051.ipynb,15,0.00006389617919921875,-1,-1,0,0.0,0,-1,-1
489.ipynb,2,0.00008821487426757812,-1,-1,0,0.0,0,-1,-1
2175.ipynb,0,0.00008988380432128906,-1,-1,0,0.0,0,-1,-1
2175.ipynb,11,0.00019526481628417969,-1,-1,0,0.0,0,-1,-1
